timestamp,unidade,turno,modalidade,area_atuacao,tempo_experiencia,nivel_ia,open_field,areas_to_support,most_impact_situations,desafio,frequência,impacto,score_criticidade,id_docente,id_desafio,dor_aguda,potencial_automacao
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dificuldade em gerar autonomia,5.0,5.0,5.0,0,10,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dispersão de ferramentas,1.0,1.0,1.0,0,11,0,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dúvidas recorrentes,3.0,4.0,3.46,0,12,0,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Falta de propósito/foco,2.0,2.0,2.0,0,13,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Lacunas de conhecimentos básicos,5.0,5.0,5.0,0,14,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Planejamento das aulas,4.0,4.0,4.0,0,15,1,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Pouca difusão das ferramentas,1.0,1.0,1.0,0,16,0,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Suporte contínuo,2.0,2.0,2.0,0,17,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Alimentos e Bebidas,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Uso de IA como Atalho,5.0,5.0,5.0,0,18,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Adaptação do planejamento,5.0,5.0,5.0,0,0,1,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Alto desnivelamento da turma,3.0,3.0,3.0,0,1,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Baixa Participação Ativa,1.0,5.0,2.24,0,2,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Baixa retenção do conhecimento,3.0,5.0,3.87,0,3,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Baixa tolerância ao Erro,3.0,4.0,3.46,0,4,0,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Concorrência com Celular,4.0,5.0,4.47,0,5,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Customização de Material,4.0,5.0,4.47,0,6,1,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Desafio no acompanhamento,3.0,4.0,3.46,0,7,0,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Diagnóstico tardio da turma,5.0,5.0,5.0,0,8,1,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dificuldade de assimilação teoria-prática,4.0,5.0,4.47,0,9,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dificuldade em gerar autonomia,5.0,5.0,5.0,0,10,1,Baixo (Socioemocional/Complexo)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dispersão de ferramentas,1.0,1.0,1.0,0,11,0,Alto (Automatizável)
09/04/2026 14:52:06,Dendezeiros,Matutino,"CHP, CAI- BAS",Automação,1-Novato,Intermediário,"Além do planejamento e do alinhamento com competências, a rotina docente inclui desafios como adaptar atividades para diferentes níveis de alunos, criar situações práticas alinhadas ao mundo do trabalho, definir critérios de avaliação por competências e conciliar o tempo entre planejamento, aulas e registros.","Conhecimentos prévios e nivelamento dos estudantes, Conectar o conteúdo com o mercado, Adaptação de aulas para estudantes com necessidades específicas","Estudantes sem conhecimentos prévios necessários para acompanhar o curso, Estudantes que usam a IA apenas para ""copiar e colar"" sem aprender no processo., O tempo gasto com  planejamento e processos operacionais, Dificuldade de identificar problemas de aprendizagem antes das avaliações, Dificuldade de planejar aulas que incluam estudantes neurodivergentes",Dúvidas recorrentes,3.0,4.0,3.46,0,12,0,Alto (Automatizável)
